,Name,RA,DEC,SpT,Teff,logg,Fe_H,ref_name
264,HD049933,102.70763,-0.54088,S,6598,4.08,-0.29,MILES2_field
265,HD050420,103.81107,43.91003,S,7412,3.4,0.3,MILES2_field
266,HD050778,103.54749,-12.03863,S,4009,1.6,-0.27,MILES2_field
267,HD051440,104.76186,38.05232,S,4405,2.28,-0.35,MILES2_field
268,HD052005,105.06593,16.079,S,4117,0.2,-0.2,MILES2_field
269,HD052973,106.02722,20.5703,S,5659,1.37,0.34,MILES2_field
270,HD053927,107.01766,29.83449,S,4811,4.5,-0.74,MILES2_field
271,HD054605,107.09785,-26.3932,S,6268,0.97,0.1,MILES2_field
272,HD054719,107.78488,30.24516,S,4368,1.77,0.08,MILES2_field
273,HD054810,107.55701,-4.23711,S,4697,2.35,-0.3,MILES2_field
274,HD055496,108.04741,-22.9835,S,4800,2.8,-1.55,MILES2_field
275,HD055575,108.95891,47.23996,S,5857,4.39,-0.28,MILES2_field
276,HD055693,108.26114,-24.22557,S,5845,0.26,0.02,MILES2_field
277,HD056274,108.96165,-13.04948,S,5707,4.59,-0.65,MILES2_field
278,HD056577,109.15347,-23.31559,S,4372,1.25,-0.2,MILES2_field
279,HD057060,109.66825,-24.5587,S,35950,3.2,,MILES2_field*
280,HD057061,109.67703,-24.95438,S,32300,3.0,,MILES2_field*
281,HD057264,110.5109,36.76058,S,4620,2.72,-0.33,MILES2_field
282,HD058207,111.43165,27.79808,S,4788,2.55,-0.12,MILES2_field
283,HD058551,111.70939,21.53564,S,6165,4.18,-0.55,MILES2_field
284,HD059374,112.6209,18.96128,S,5800,4.4,-0.9,MILES2_field
285,HD059612,112.46422,-23.02429,S,8330,1.45,0.08,MILES2_field
286,HD059881,113.02479,1.91448,S,7636,3.09,0.2,MILES2_field
287,HD059984,113.02401,-8.88133,S,6000,4.31,-0.68,MILES2_field
288,HD060179,113.64952,31.88839,S,10286,4.0,0.48,MILES2_field
289,HD060219,113.1527,-21.93042,S,5900,1.83,-0.49,MILES2_field
290,HD060522,113.98061,26.89574,S,3884,1.2,0.12,MILES2_field
291,HD061064,114.31955,-4.11098,S,6495,3.2,0.4,MILES2_field
292,HD061603,115.24383,23.01853,S,3870,1.5,0.24,MILES2_field
293,HD061606,114.9972,-3.59751,S,4833,4.7,-0.15,MILES2_field
294,HD061772,115.09671,-15.26392,S,3996,1.47,-0.11,MILES2_field
295,HD061913,115.51341,14.2085,S,3530,0.7,,MILES2_field*
296,HD061935,115.3118,-9.55113,S,4779,2.5,-0.06,MILES2_field
297,HD062301,116.23413,39.55637,S,5888,4.18,-0.71,MILES2_field
298,HD062345,116.11189,24.39799,S,5017,2.63,-0.08,MILES2_field
299,HD062721,116.53103,18.51004,S,3961,1.52,-0.22,MILES2_field
300,HD063302,116.91053,-15.99069,S,4500,0.2,0.12,MILES2_field
301,HD063352,117.25765,13.37187,S,4226,2.2,-0.31,MILES2_field
302,HD063791,118.61968,62.13632,S,4629,1.76,-1.63,MILES2_field
303,HD064090,118.388,30.60507,S,5446,4.45,-1.76,MILES2_field
304,HD064332,118.27196,-11.62482,S,3500,0.5,-0.34,MILES2_field
305,HD064488,118.97797,39.28677,S,8616,3.35,-0.75,MILES2_field
306,HD064606,118.64241,-1.41226,S,5210,4.24,-0.97,MILES2_field
307,HD065228,119.21475,-22.88012,S,6115,1.7,0.52,MILES2_field
308,HD065583,120.13387,29.21236,S,5268,4.44,-0.56,MILES2_field
309,HD065714,120.23281,25.39284,S,4840,1.5,0.27,MILES2_field
310,HD065900,120.30788,4.87982,S,9692,4.0,0.24,MILES2_field
311,HD065953,120.30556,-1.39261,S,3960,1.68,-0.36,MILES2_field
312,HD066141,120.5664,2.33457,S,4258,1.9,-0.3,MILES2_field
313,HD066573,121.12435,9.26793,S,5733,4.38,-0.56,MILES2_field
314,HD067228,121.94107,21.58182,S,5745,4.08,0.1,MILES2_field
315,HD067523,121.88604,-24.30432,S,7010,3.15,0.34,MILES2_field
316,HD068284,122.95662,4.27454,S,5860,3.98,-0.57,MILES2_field
317,HD069267,124.12884,9.18554,S,4039,1.51,-0.12,MILES2_field
318,HD069611,124.37228,-3.98962,S,5793,4.32,-0.56,MILES2_field
319,HD069830,124.59978,-12.63217,S,5484,4.64,-0.13,MILES2_field
320,HD069897,125.01608,27.21771,S,6306,4.27,-0.25,MILES2_field
321,HD070272,125.70879,43.18813,S,3895,1.27,0.04,MILES2_field
322,HD071030,126.45782,17.04627,S,6516,4.03,-0.25,MILES2_field
323,HD072184,128.22908,38.01637,S,4624,2.61,0.12,MILES2_field
324,HD072324,128.25043,24.08479,S,4887,2.13,0.16,MILES2_field
325,HD072660,128.50674,-2.15155,S,9692,4.0,0.34,MILES2_field
326,HD072905,129.79877,65.02091,S,5864,4.48,-0.04,MILES2_field
327,HD073394,130.09393,51.75182,S,4500,1.1,-1.38,MILES2_field
328,HD073471,129.68932,3.34144,S,4489,2.01,0.11,MILES2_field
329,HD073593,130.25446,45.83401,S,4717,2.25,-0.12,MILES2_field
330,HD073665,130.02674,20.00779,S,4965,2.35,0.16,MILES2_field
331,HD073898,129.92697,-29.56108,S,5030,2.8,-0.43,MILES2_field
332,HD074000,130.21168,-16.34514,S,6166,4.19,-2.02,MILES2_field
333,HD074011,130.62841,34.1877,S,5727,4.29,-0.62,MILES2_field
334,HD074377,131.29332,41.67184,S,4913,4.63,-0.07,MILES2_field
335,HD074395,130.91822,-7.23373,S,5250,1.3,-0.05,MILES2_field
336,HD074442,131.17125,18.15431,S,4657,2.51,-0.06,MILES2_field
337,HD074462,132.08605,67.44997,S,4527,1.53,-1.41,MILES2_field
338,HD074721,131.49692,13.26351,S,8560,3.57,-1.42,MILES2_field
339,HD075318,132.33836,3.684,S,5422,4.5,-0.04,MILES2_field
340,HD075691,132.63301,-27.70984,S,4270,2.12,-0.05,MILES2_field
341,HD075732,133.14921,28.33082,S,5079,4.48,0.16,MILES2_field
342,HD076151,133.57478,-5.43446,S,5692,4.28,0.08,MILES2_field
343,HD076292,134.12715,40.20147,S,6840,3.61,0.41,MILES2_field
344,HD076780,134.73221,21.16628,S,5869,4.8,0.21,MILES2_field
345,HD076813,134.88606,32.41856,S,6072,4.2,-0.82,MILES2_field
346,HD076910,134.77493,-0.62385,S,6275,4.1,-0.5,MILES2_field
347,HD076932,134.68305,-16.13273,S,5866,3.96,-0.93,MILES2_field
348,HD077236,135.31165,-2.56158,S,4557,1.97,-0.42,MILES2_field
349,HD077338,135.30206,-25.52706,S,5290,4.75,0.26,MILES2_field
